Examp_TCR_2014	Examp_TCR_2015	Examp_TCR_2017	Examp_TCR_clones
0	15378952	2208412	5862455
0	6789644	10796680	5862108
14878214	0	2699170	5859128
5951286	6953250	4662203	5855579
9452042	6626038	1472275	5850118
0	0	17544605	5848202
12135955	0	5398340	5844765
8168431	4090147	5275650	5844743
6651437	7198658	3680686	5843594
4959405	6544235	6011788	5838476
5776248	5726206	6011788	5838080
17503781	0	0	5834594
17503781	0	0	5834594
15403328	0	2085722	5829683
758497	2372285	14354677	5828486
4434291	8016688	5030271	5827083
17153706	327212	0	5826972
7818356	5971614	3680686	5823552
3967524	0	13495850	5821125
1050227	5480797	10919369	5816798
6651437	0	10796680	5816039
12777760	2208679	2453791	5813410
12777760	736226	3926065	5813351
3325718	10797988	3312618	5812108
3033989	11207002	3189928	5810306
5192788	9161929	3067239	5807319
0	0	17421915	5807305
4200908	1799665	11410128	5803567
5542864	9407338	2453791	5801331
6768129	6217023	4416824	5800659
13302874	2372285	1717654	5797604
17387089	0	0	5795696
4434291	2617694	10305922	5785969
1283611	7362264	8710958	5785611
12894452	1390650	3067239	5784114
9568734	2863103	4907582	5779806
5834594	1554256	9937853	5775568
5309480	7689476	4294134	5764363
8693545	3190315	5398340	5760733
13069490	1145241	3067239	5760657
15928441	0	1349585	5759342
7584972	2454088	7238683	5759248
17270398	0	0	5756799
17270398	0	0	5756799
0	17260420	0	5753473
6126323	6217023	4907582	5750309
1925416	2290482	13005092	5740330
6826475	4499162	5889098	5738245
17212052	0	0	5737351
5309480	6380629	5521029	5737046
5017751	2372285	9815163	5735066
4784367	1472453	10919369	5725396
2450529	13742893	981516	5724980
12427685	4744570	0	5724085
14878214	1554256	736137	5722869
5426172	4989979	6747925	5721359
7876702	5726206	3557997	5720301
10502269	6626038	0	5709436
14469793	1308847	1349585	5709408
14178063	2944906	0	5707656
6243015	5726206	5152961	5707394
8285123	2454088	6379856	5706356
17095360	0	0	5698453
5192788	5398994	6502546	5698109
933535	5235388	10919369	5696097
4959405	7444067	4662203	5688558
3850832	4989979	8220199	5687003
9043620	163606	7852131	5686452
6826475	5071782	5152961	5683739
6534745	1063438	9447095	5681759
3384064	6544235	7115994	5681431
16220171	818029	0	5679400
12252647	3190315	1594964	5679308
8285123	4335556	4416824	5679167
3617448	9979958	3435307	5677571
10035501	4662767	2331101	5676457
10035501	0	6993304	5676268
11319112	4090147	1594964	5668074
7468280	4008344	5521029	5665884
13069490	0	3926065	5665185
8518507	2699497	5766409	5661471
16978668	0	0	5659556
0	12924864	4048755	5657873
933535	6217023	9815163	5655241
1750378	0	15213503	5654627
14119717	2208679	613448	5647281
0	11779623	5152961	5644195
12836106	409015	3680686	5641936
2683913	981635	13250471	5638673
6184669	2372285	8342889	5633281
11494150	4417359	981516	5631008
8051739	6380629	2453791	5628720
1341957	6217023	9324405	5627795
5659556	2372285	8833647	5621829
0	16115179	736137	5617105
0	8752914	8097510	5616808
0	5317191	11532817	5616669
8576853	8262097	0	5612983
1867070	4662767	10305922	5611920
3559102	12270441	981516	5603686
0	0	16808467	5602822
5601210	4826373	6379856	5602480
9802118	4171950	2821860	5598642
6651437	8916520	1226895	5598284
8401815	3353920	5030271	5595336
8926928	5889811	1963033	5593258
10560615	327212	5889098	5592308
6709783	4171950	5889098	5590277
0	9407338	7361373	5589570
0	4989979	11778196	5589392
11319112	1881468	3557997	5586192
1692032	5971614	9079026	5580891
12486031	3762935	490758	5579908
7526626	8343900	858827	5576451
4375945	4499162	7852131	5575746
1633686	10552579	4539513	5575259
2858951	12761258	1104206	5574805
3675794	9489141	3557997	5574310
1458648	10470776	4784892	5571439
16686938	0	0	5562313
0	3435723	13250471	5562065
12019263	3926541	736137	5560647
6067978	5808009	4784892	5553626
8926928	6871447	858827	5552401
7001513	1554256	8097510	5551093
11610842	1963270	3067239	5547117
4609329	981635	11042059	5544341
9393696	4417359	2821860	5544305
0	12679455	3926065	5535174
0	10225367	6379856	5535074
3792486	2126876	10673990	5531118
5017751	1636059	9937853	5530554
7876702	1717862	6993304	5529289
5134443	9979958	1472275	5528892
9743772	4008344	2821860	5524658
15344982	0	1226895	5523959
0	1227044	15336193	5521079
5192788	4989979	6379856	5520875
4084216	5235388	7238683	5519429
233384	2944906	13373160	5517150
5426172	4253753	6870614	5516846
11844225	3353920	1349585	5515910
4317599	11616017	613448	5515688
2100454	1308847	13127781	5512361
8226777	7934885	368069	5509910
8343469	2290482	5889098	5507683
6418053	899832	9201716	5506534
8576853	4253753	3680686	5503764
641805	3844738	12023575	5503373
1983762	9243732	5275650	5501048
3617448	2454088	10428611	5500049
12077609	4417359	0	5498323
11377458	1799665	3312618	5496580
7526626	6871447	2085722	5494598
758497	9816352	5889098	5487983
2625567	6462432	7361373	5483124
0	16442390	0	5480797
0	16442390	0	5480797
0	9080126	7361373	5480500
0	0	16440399	5480133
10093847	1308847	5030271	5477655
1050227	12924864	2453791	5476294
12252647	0	4171444	5474697
9101966	1554256	5766409	5474210
11260766	0	5152961	5471242
10560615	1799665	4048755	5469678
15053252	0	1349585	5467612
1925416	0	14477366	5467594
0	6707841	9692474	5466772
1925416	2290482	12146265	5454054
1750378	8343900	6257167	5450481
6534745	6380629	3435307	5450227
7468280	7280461	1594964	5447902
16336863	0	0	5445621
16336863	0	0	5445621
6067978	5726206	4539513	5444565
2100454	4662767	9569784	5444335
991881	0	15336193	5442691
14236409	0	2085722	5440710
0	5644403	10673990	5439464
2042108	7771279	6502546	5438644
2800605	1963270	11532817	5432231
0	16278784	0	5426261
9160312	4171950	2944549	5425604
933535	6871447	8465579	5423520
8576853	5235388	2453791	5422011
4317599	9734549	2208412	5420187
10152193	5235388	858827	5415469
5776248	2372285	8097510	5415348
10793998	2372285	3067239	5411174
15461673	736226	0	5399300
3559102	1227044	11410128	5398758
5192788	8916520	2085722	5398344
4434291	2781300	8956337	5390643
16161825	0	0	5387275
0	4744570	11410128	5384899
4784367	4989979	6379856	5384734
7351588	6462432	2331101	5381707
10735653	0	5398340	5377997
2508875	0	13618539	5375805
2158800	7198658	6747925	5368461
6243015	409015	9447095	5366375
11960917	572621	3557997	5363845
5251134	8998323	1840343	5363267
1692032	2863103	11532817	5362651
15344982	0	736137	5360373
0	9080126	6993304	5357810
0	3926541	12146265	5357602
0	0	16072330	5357443
7351588	5644403	3067239	5354410
3909178	3681132	8465579	5351963
4726021	6053417	5275650	5351696
6768129	818029	8465579	5350579
9335350	3272117	3435307	5347592
6184669	5071782	4784892	5347115
1108573	12106835	2821860	5345756
14469793	1554256	0	5341349
5834594	4662767	5521029	5339464
5834594	1472453	8710958	5339335
2917297	4253753	8833647	5334899
8226777	2126876	5643719	5332458
1925416	9407338	4662203	5331652
13536258	2454088	0	5330115
13944679	818029	1226895	5329868
6418053	0	9569784	5329279
15986787	0	0	5328929
5426172	4908176	5643719	5326022
11435804	1963270	2576480	5325185
3909178	6789644	5275650	5324824
1925416	10716185	3312618	5318073
0	1717862	14231987	5316616
4609329	5071782	6257167	5312759
8401815	7525870	0	5309228
10035501	3190315	2699170	5308329
8926928	5153585	1840343	5306952
11377458	0	4539513	5305657
4259253	2699497	8956337	5305029
8343469	4499162	3067239	5303290
3267373	9080126	3557997	5301832
1867070	7771279	6257167	5298505
4726021	6380629	4784892	5297181
3734140	6626038	5521029	5293736
5484518	6462432	3926065	5291005
15870095	0	0	5290032
15870095	0	0	5290032
0	7525870	8342889	5289586
1633686	9570944	4662203	5288944
2450529	6053417	7361373	5288440
7818356	5317191	2699170	5278239
5484518	5562600	4784892	5277337
5309480	7934885	2576480	5273615
1867070	9161929	4784892	5271297
15811749	0	0	5270583
1516994	7771279	6502546	5263606
5192788	3353920	7238683	5261797
9685426	4989979	1104206	5259870
12952798	0	2821860	5258219
10443923	1390650	3926065	5253546
9568734	1145241	5030271	5248082
2567221	9489141	3680686	5245683
5367826	3599329	6747925	5238360
0	9325535	6379856	5235130
0	8834717	6870614	5235111
0	4417359	11287438	5234932
0	0	15704262	5234754
1050227	4826373	9815163	5230588
3617448	5071782	6993304	5227511
4842713	4826373	6011788	5226958
3033989	0	12637023	5223671
5484518	9080126	1104206	5222950
0	11125199	4539513	5221571
12952798	0	2699170	5217323
8401815	2944906	4294134	5213618
10852344	2208679	2576480	5212501
4959405	1717862	8956337	5211201
5367826	1308847	8956337	5211003
8343469	2863103	4416824	5207798
0	6298826	9324405	5207744
11319112	2208679	2085722	5204504
13769641	0	1840343	5203328
1867070	7362264	6379856	5203064
11027382	3108512	1472275	5202723
3500756	12106835	0	5202530
8693545	5808009	1104206	5201920
4317599	2208679	9079026	5201768
6476399	8016688	1104206	5199098
7293242	4744570	3557997	5198603
991881	736226	13863918	5197342
7818356	899832	6870614	5196267
0	3681132	11900886	5194006
4375945	2372285	8833647	5193959
8460161	981635	6134477	5192091
6126323	0	9447095	5191139
7993393	4744570	2821860	5186608
12369339	0	3189928	5186422
9218658	818029	5521029	5185906
5776248	1063438	8710958	5183548
3442410	6953250	5152961	5182874
4259253	10307170	981516	5182647
2742259	4335556	8465579	5181131
1633686	7280461	6625235	5179794
8168431	2208679	5152961	5176690
11844225	3681132	0	5175119
5542864	5071782	4907582	5174076
12777760	899832	1840343	5172645
5367826	4744570	5398340	5170246
1516994	9816352	4171444	5168264
4375945	8671111	2453791	5166949
0	5071782	10428611	5166798
3967524	0	11532817	5166780
8751891	1963270	4784892	5166684
0	1881468	13618539	5166669
5309480	6626038	3557997	5164505
3384064	9652747	2453791	5163534
7584972	4826373	3067239	5159528
7993393	2944906	4539513	5159271
4550983	2454088	8465579	5156883
5367826	5071782	5030271	5156627
14236409	1227044	0	5154484
15461673	0	0	5153891
0	10307170	5152961	5153377
2567221	3681132	9201716	5150023
11435804	4008344	0	5148049
11844225	1881468	1717654	5147782
1166919	7035053	7238683	5146885
3209027	5726206	6502546	5145926
10443923	4989979	0	5144634
9335350	2290482	3803376	5143069
2625567	7525870	5275650	5142363
1108573	8916520	5398340	5141144
1925416	12270441	1226895	5140917
2742259	5317191	7361373	5140274
1341957	6707841	7361373	5137057
2567221	9652747	3189928	5136632
8576853	3762935	3067239	5135675
8810237	1308847	5275650	5131578
7701664	3517526	4171444	5130212
0	409015	14968124	5125713
11610842	2781300	981516	5124553
4084216	10307170	981516	5124301
10502269	818029	4048755	5123018
8985274	736226	5643719	5121740
5951286	7689476	1717654	5119472
2392183	1799665	11164748	5118866
9627080	1799665	3926065	5117603
0	13988302	1349585	5112629
0	6380629	8956337	5112322
0	0	15336193	5112064
5659556	818029	8833647	5103744
13011144	2290482	0	5100542
0	2290482	13005092	5098525
12252647	3026709	0	5093119
4842713	2699497	7729441	5090550
10152193	3517526	1594964	5088228
5776248	899832	8588268	5088116
10560615	1390650	3312618	5087961
0	8998323	6257167	5085163
2975643	8343900	3926065	5081869
9393696	572621	5275650	5080656
15228290	0	0	5076097
1400303	6217023	7606752	5074692
0	15215346	0	5071782
0	8834717	6379856	5071524
0	4171950	11042059	5071336
0	4171950	11042059	5071336
3384064	6053417	5766409	5067963
3792486	5153585	6257167	5067746
3909178	10797988	490758	5065975
4550983	3272117	7361373	5061491
2625567	10225367	2331101	5060679
11377458	1472453	2331101	5060337
0	7934885	7238683	5057856
9160312	4908176	1104206	5057565
15169944	0	0	5056648
13769641	1390650	0	5053430
9510388	1472453	4171444	5051428
7293242	4417359	3435307	5048636
11669188	899832	2576480	5048500
6184669	1963270	6993304	5047081
3442410	5071782	6625235	5046476
0	15133543	0	5044514
15111598	0	0	5037199
3325718	5644403	6134477	5034866
4259253	7280461	3557997	5032571
3150681	10961594	981516	5031263
0	6380629	8710958	5030529
0	3190315	11900886	5030400
1750378	13333879	0	5028086
7351588	2208679	5521029	5027099
3617448	2863103	8588268	5022940
6884821	4008344	4171444	5021536
2508875	2617694	9937853	5021474
2917297	4417359	7729441	5021366
7001513	327212	7729441	5019388
7409934	2863103	4784892	5019310
1925416	7362264	5766409	5018030
15053252	0	0	5017751
4492637	4908176	5643719	5014844
5309480	4580964	5152961	5014469
1867070	9734549	3435307	5012309
5542864	7525870	1963033	5010589
1400303	7607673	6011788	5006588
5776248	5808009	3435307	5006521
11610842	572621	2821860	5001774
8168431	4008344	2821860	4999545
14994906	0	0	4998302
3909178	8262097	2821860	4997711
5134443	3599329	6257167	4996979
14003025	0	981516	4994847
5076097	2781300	7115994	4991130
7118204	736226	7115994	4990141
0	3435723	11532817	4989513
0	0	14968124	4989375
0	0	14968124	4989375
9568734	2944906	2453791	4989143
1225265	3190315	10551301	4988960
1166919	8998323	4784892	4983378
13886333	1063438	0	4983257
7993393	4499162	2453791	4982115
14936560	0	0	4978853
14936560	0	0	4978853
5076097	4090147	5766409	4977551
5076097	2372285	7484062	4977481
0	8425702	6502546	4976083
0	4499162	10428611	4975924
0	2781300	12146265	4975855
0	2535891	12391644	4975845
11610842	981635	2331101	4974526
1458648	5726206	7729441	4971432
14178063	736226	0	4971430
9101966	3108512	2699170	4969883
9918809	4989979	0	4969596
10735653	2699497	1472275	4969141
2800605	11125199	981516	4969107
5076097	4417359	5398340	4963932
7118204	7771279	0	4963161
0	14888134	0	4962711
0	2617694	12268954	4962216
7643318	3681132	3557997	4960816
8460161	2617694	3803376	4960410
14878214	0	0	4959405
14878214	0	0	4959405
7760010	0	7115994	4958668
12252647	2617694	0	4956780
6184669	7198658	1472275	4951867
7001513	6135220	1717654	4951462
3967524	8180294	2699170	4948996
0	8834717	6011788	4948835
3675794	5398994	5766409	4947065
1750378	7934885	5152961	4946075
3209027	9407338	2208412	4941592
13594603	0	1226895	4940500
3734140	2617694	8465579	4939137
5484518	4908176	4416824	4936506
2333838	4744570	7729441	4935950
0	10879791	3926065	4935285
0	1063438	13741229	4934889
5192788	6298826	3312618	4934744
7643318	5317191	1840343	4933617
8576853	2535891	3680686	4931143
1575340	8671111	4539513	4928655
8635199	2699497	3435307	4923334
9452042	5317191	0	4923078
5484518	4499162	4784892	4922857
14761522	0	0	4920507
2450529	7771279	4539513	4920440
1050227	2781300	10919369	4916965
0	7362264	7361373	4907879
3967524	1308847	9447095	4907822
3500756	4826373	6379856	4902329
14703176	0	0	4901059
9627080	1145241	3926065	4899462
0	7934885	6747925	4894270
2858951	7280461	4539513	4892975
3267373	2944906	8465579	4892619
2683913	9898155	2085722	4889264
7468280	7198658	0	4888979
2508875	0	12146265	4885047
5892940	8752914	0	4881951
5892940	7035053	1717654	4881882
9860463	0	4784892	4881785
14644830	0	0	4881610
14644830	0	0	4881610
14644830	0	0	4881610
0	14642726	0	4880909
0	10961594	3680686	4880760
4784367	8752914	1104206	4880496
9977155	1227044	3435307	4879836
2450529	9243732	2944549	4879603
6418053	4417359	3803376	4879596
13652949	981635	0	4878195
6651437	3190315	4784892	4875548
9510388	1063438	4048755	4874194
991881	9080126	4539513	4870507
5367826	2617694	6625235	4870252
9043620	3844738	1717654	4868671
0	13252076	1349585	4867220
3967524	7934885	2699170	4867193
0	3681132	10919369	4866834
0	0	14600056	4866685
6826475	2863103	4907582	4865720
7643318	3517526	3435307	4865384
6126323	1227044	7238683	4864017
14586484	0	0	4862161
2917297	6135220	5521029	4857849
6593091	3190315	4784892	4856099
12602723	0	1963033	4855252
9860463	2617694	2085722	4854627
10677307	3026709	858827	4854281
7935048	2454088	4171444	4853527
3675794	6707841	4171444	4851693
2158800	8834717	3557997	4850505
1867070	4580964	8097510	4848515
3500756	6135220	4907582	4847853
2800605	5480797	6257167	4846189
8401815	0	6134477	4845431
1400303	5153585	7974820	4842903
14528138	0	0	4842713
4667675	5071782	4784892	4841450
1925416	8671111	3926065	4840864
0	5562600	8956337	4839645
8751891	4908176	858827	4839631
